Name,Code,Inventory,Perennial Inventory,Genetics,Scientific name,Header,Terms,height (ft),Δh (ft),width (ft),Δw(ft),Google patent,Origin,Use,W2W?,History,2022 ideas,Notes,Supplier notes,Suppliers,Pollinator,Attachments,Perennial Seeding,Pollen Pairing,pecan matrix,pecan matrix 2,Pollen shed start,Pollen shed stop,Pollen receive start,Polle n receive stop,last update,Field 33,Bloom time,Flower,Foliage
Cercis canadensis (eastern redbud),Have,8,"""Cercis canadensis (eastern redbud) (Other, 138)"",""Cercis canadensis (eastern redbud) (Cop1, 139)"",""Cercis canadensis (eastern redbud) (Other, 214)"",""Cercis canadensis (eastern redbud) (OSB, 215)"",""Cercis canadensis (eastern redbud) (Wal, 216)"",""Cercis canadensis (eastern redbud) (Wal, 217)"",""Cercis canadensis (eastern redbud) (Other, 218)"",""Cercis canadensis (eastern redbud) (Other, 219)""",Species,Cercis canadensis,Fabaceae-Cercidoideae-Cercideae: Cercis canadensis (Eastern Redbud),species,,,,,,Chatham,under walnut,,,,,,,,,,,,,,,,,4/2/2022 2:39pm,,,,
Amorpha fruticosa (False indigo bush),Have,1,"""Amorpha fruticosa (False indigo bush) (eOrch, 143)""",Species,Amorpha fruticosa,Fabaceae-Faboideae-Amorpheae: Amorpha spp,species,,,,,,Chatham,naturalizing,,,,"https://www.nrcs.usda.gov/Internet/FSE_PLANTMATERIALS/publications/mopmcfs5865.pdf

http://www.namethatplant.net/plantdetail.shtml?plant=72

https://www.wildflower.org/plants/result.php?id_plant=amfr
Larval Host: California & southern dogfaces, Silver-spotted Skipper (Epargyreus clarus), Gray hairstreak, Hoary edge skipper.
Deer Resistant: High",,"""Amorpha herbacea (Dwarf indigo bush), Amorpha fruticosa (False indigo bush)@Dutch Buffalo Farm""",,,,,,,,,,,1/16/2022 1:37pm,,,,
Amorpha herbacea (Dwarf indigo bush),Interesting,0,,Species,Amorpha herbacea,Fabaceae-Faboideae-Amorpheae: Amorpha spp,species,2.00,1.00,4.50,1.50,,NC - Piedmont,"naturalizing,septic",,Want to plant to get established but fear deer herbivory. Could replace understory autumn olive?,two for the SE orchard corner?,"Need places to plant -- not sure ready

https://plants.ces.ncsu.edu/plants/amorpha-herbacea/ : Host plant for the silver-spotted skipper and southern dogface butterflies. Attracts native bees. ; It can be found growing in pine flatwoods and sandy river terraces. May-July flower spikes 6-8 inches long white to lavender petals Full sun to partial shade ","Dutch Buffalo Farm list 2022, with origin code 2","""Amorpha herbacea (Dwarf indigo bush), Amorpha fruticosa (False indigo bush)@Dutch Buffalo Farm"",Amorpha herbacea (Dwarf indigo bush)@Dutch Buffalo Farm",,,,,,,,,,,5/5/2024 5:31pm,,,,
Apios americana (groundnuts),Interesting,0,,Species,Apios americana (groundnuts),Fabaceae-Faboideae-Phaseoleae: Apios americana (groundnuts),species,,,,,,Chatham,"edible,naturalizing",,"20180707 not growing well —single wimpy seedling at garden, no obvious growth the one time I’ve gone back in the woods.

20171202 OIKOS Tree Crops order 4 tubers to fight stilt grass 
Grown From Seed -Fertile Flowers - Edible Peas
Virginia is a mix of diploid selections  which then produces edible seeds as well as tubers when pollinated by another fertile diploid. We include at least 2 types in each packet of tubers. We were fortunate to grow this strain from seed that are known to be diploids which produce the pea pods and tasty peas along with good tuber production. Most of them come from Afton, Virginia.  Each plant is genetically different with different types of tubers from small to medium size. We have made some selections with this seed strain and have found the tubers are in often in dense clusters along the root, making harvesting easier.  Tubers are 1- 2 inches in size and have a smooth thin skin. Keep in mind the tubers on Virginia  are much smaller than the other selections we have, yet are very fruitful and high yielding. It is possible some selections will be produced much like potatoes in more dense clusters making harvesting much easier. That was our goal when we started growing the seedlings. Available starting in fall of 2017.",,"http://www.namethatplant.net/plantdetail.shtml?plant=108
Native to the Carolinas & Georgia; Documented growing wild in GA NC SC
Common; Look for it in marshes, wet thickets, streambanks, bottomland forests, per Weakley's Flora


[]where could we grow ground nuts - trellis requirement? +20180601
[]Get groundnuts from sow true seed or oikos (consider Simon)

https://tcpermaculture.blogspot.com/2012/03/permaculture-plants-groundnut.html
https://orionmagazine.org/article/stalking-the-wild-groundnut/
http://davesgarden.com/guides/pf/go/69480/

See also http://www.pfaf.org/user/Plant.aspx?LatinName=Amphicarpaea+bracteata

Sources:
- 2017 Nov had EXCELLENT price https://sowtrueseed.com/how-to-grow-groundnuts-apios-americana/
- $4.75 four tubers https://oikostreecrops.com/products/rare-and-unusual-plants/virginia-groundnut/ 
- $1.50 single tuber  http://www.nortonnaturals.com/product-p/aa.htm  (review of seller, Canada)
- http://www.sandmountainherbs.com/ground_nut.html (review of seller) 
- http://www.rareseeds.com/search/?F_Keyword=ground%20nut have had seed tubers.

The flowers are edible raw or cooked and the seeds are edible cooked, shelled first. Some writers say the tubers are edible raw but that only tells me they never tried to eat one raw, or coped with the gas that produces. Groundnuts have a bitter latex in them and should be cooked first…. . I enjoying slicing up boiled A. americana and frying them — http://www.eattheweeds.com/groundnuts-anti-cancer-treat/

Tubers are planted intact. The buds that give rise to the shoots and rhizomes occur at the distal end of the tubers. The potential of dividing tubers into sections prior to planting needs evaluation. Generally the larger the tuber, the more rapid the early growth

Seeds may be harvested from the time the pods first begin to dry. If left on the vine too long some pods will shatter Tubers are harvested after frost. Since most of the plants are different (originating from seeds), the tubers are harvested with a shovel to insure that genotypes can be evaluated individually. Fortunately, tubers can remain in the soil for extended periods without rotting even under water-logged conditions, thus allowing an extended harvest period.— From ""Purdue’s new crop proceedings of 1990"" per 
http://www.eattheweeds.com/groundnuts-anti-cancer-treat/

",,,,,,,,,,,,,7/4/2021 10:51am,,,,
Centrosema virginianum (Spurred butterfly pea),Dutch Buffalo Farm,1,"""Centrosema virginianum (Spurred butterfly pea) (OCZSun, 168)""",Species,Centrosema virginianum,Fabaceae-Faboideae-Phaseoleae: Centrosema virginianum,species,,,,,,Chatham,"naturalizing,6h sun per day,2-6h sun per day",,,Orchard,"Could try one plant in the orchard sun area as ground cover.

Vining or trailing plant that deer will love. Not  sure i see any desire for it in the fence - not edible - or out of the fence.
https://plants.ces.ncsu.edu/plants/centrosema-virginianum/common-name/wild-blue-vine/
Didn't check to see if chatham native.","Dutch Buffalo Farm list 2022, with origin code 1",Centrosema virginianum (Spurred butterfly pea)@Dutch Buffalo Farm,,,,,,,,,,,5/5/2024 5:31pm,,,,
Black Coat Runner Bean ,"Tried, and no",0,,Selection,Phaseolus coccineus (runner bean),Fabaceae-Faboideae-Phaseoleae: Phaseolus coccineus (runner bean),heirloom,,,,,,Americas,"landscaping,edible",,"2021 One grew along the N orchard fence but died. One in the garden, deer herbivory in early September. Not sure this is perennial for me.
2020 Grew several along the N orchard fence, collected seed
20191225 Baker's Creek Seed Order",,"An ancient heirloom runner bean dating as far back as the mid-1600s and first recorded by German botanist Michael Titus in his Catalogus Plantarum. This rare runner bean produces masses of gorgeous blooms ranging in color from tangerine to cherry red, making this edible ornamental pole bean irresistible to hummingbirds! Pods are much shorter than other runner beans; immature pods can be eaten just like sugar snap peas. The stout pods yield just 2-3 beans per shell. The pretty plump beans change from pink to purple, and then to a pure ebony black. Fantastic used like a kidney bean; they cook down to a creamy texture.",,,,,"""Black Coat Runner Bean  (OCFN, OCFNWc, 3)"",""Black Coat Runner Bean  (GSNW, 4)""",,,,,,,,1/6/2022 3:42pm,,,,
Runner Bean ,Interesting,0,,Species,Phaseolus coccineus (runner bean),Fabaceae-Faboideae-Phaseoleae: Phaseolus coccineus (runner bean),species,,,,,,Americas,"landscaping,edible",,,,"Some Scarlet Runner beans plants have been known to live 20 or more years, - uncited here

runner bean,[2] scarlet runner bean,[2] or multiflora bean,[
Best known for their fast-growing vines and ornamental red-orange flowers, scarlet runner beans produce delicious edible green beans that are tender when picked young; larger beans tend to develop fibrous pods. The colorful legumes can also be allowed to mature on the vine before shelling and cooking or drying. Scarlet runner beans are easily direct-sown in springtime, and they grow best on trellises or heavy poles. The vigorous vines grow as a perennial in zones 6 and up, and can be hardy to zone 4 with heavy winter mulching. — https://www.motherearthliving.com/gardening/perennial-food-garden-zmfz15mazhou",,,,,,,,,,,,,1/2/2022 5:28pm,,,,
"Phaseolus polystachios (Thicket, wild kidney bean)",Have,1,"""""""Phaseolus polystachios (Thicket, wild kidney bean)"""" (GNWb-B, 37)""",Species,Phaseolus polystachios,Fabaceae-Faboideae-Phaseoleae: Phaseolus polystachios,species,,,,,,NC,"naturalizing,edible",,,,"https://cryofthebolete.com/2018/10/21/the-north-american-wild-kidney-bean-phaseolus-polystachios/ ""The dried beans are collected out of the garden before the pods shatter and are prepared in much the same way we prepare any other dry bean, by soaking and boiling. Changing the cooking liquid half way through cooking eliminate the bitterness that I find with this bean. Immature pods are too fibrous to be eaten as a green bean, and the tiny flowers, while beautiful, are slightly bitter.""

https://nmnh.typepad.com/the_plant_press/2016/03/the-quest-for-the-wild-kidney-bean.html
Vulnerable in North Carolina, under threat from weevils

http://www.edimentals.com/blog/?page_id=3600

https://plants.usda.gov/core/profile?symbol=PHPO2
http://www.namethatplant.net/plantdetail.shtml?plant=2672",,"""""""Phaseolus polystachios (Thicket, wild kidney bean)""""@See notes""",,,"""""""Phaseolus polystachios (Thicket, wild kidney bean)"""" (OCFWN, OCFWS, 2)"",""""""Phaseolus polystachios (Thicket, wild kidney bean)"""" (, 9)""",,,,,,,,1/2/2022 5:52pm,,,,
Tepary bean,Interesting,0,,Species,,Fabaceae-Faboideae-Phaseoleae: Phaseolus spp,species,,,,,,,,,,,See https://permies.com/t/165362/perennial-vegetables/Perennial-Tepary-Beans-find,,,,,,,,,,,,,8/6/2021 8:24am,,,,
Baptisia alba (False indigo),Dutch Buffalo Farm,0,,Species,Baptisia alba,Fabaceae-Faboideae-Sophoreae: Baptisia spp,species,,,,,,NC - Piedmont,naturalizing,,,,,"Dutch Buffalo Farm list 2022, with origin code 1",Baptisia alba (False indigo)@Dutch Buffalo Farm,,,,,,,,,,,1/29/2022 10:53am,,,,
Baptisia australis (Blue false indigo),Have,5,"""Baptisia australis (Blue false indigo) (GHpot, 52)"",""Baptisia australis (Blue false indigo) (Rain, 99)"",""Baptisia australis (Blue false indigo) (Rain, 100)"",""Baptisia australis (Blue false indigo) (OCFN, OCFNWc, 101)"",""Baptisia australis (Blue false indigo) (GldN, 90)""",Species,Baptisia australis,Fabaceae-Faboideae-Sophoreae: Baptisia spp,species,,,,,,US - Southeast,naturalizing,,,,,"Dutch Buffalo Farm list 2022, with origin code 3",Baptisia australis (Blue false indigo)@Dutch Buffalo Farm,,,,,,,,,,,1/6/2022 3:49pm,,,,
Chinkapin,Have seeds,0,,Species,Castanea pumila,Fagaceae: Castanea spp,species,,,,,,,"nut,naturalizing",,,,"Mature height 6'-12'. Best to have two to set fruit. Space 10’
bright yellow in fall

",,"Chinkapin@Peaceful Heritage (KY),Chinkapin@Willis (GA)",Other selection,,"""Chinkapin (Other, 10)""",,,,,,,,7/17/2021 9:20pm,,,,
Dustan Chestnut,Have,2,"""Dustan Chestnut (ONB, 133)"",""Dustan Chestnut (OCZSun, 134)""",Hybrid,Castanea x 'Dustan',Fagaceae: Castanea spp,heirloom,,,,,,,"nut,naturalizing",,,,"Chestnuts can be a very profitable crop. They begin to bear in only 3-5 years, and by 10 years can produce as much as 10-20 lbs/tree. At maturity (15-20 years) they can produce as much as 50-100 lbs/tree or up to 2,000-3,000 lbs/acre each year. -- Chestnut Hill Nursery

http://washingtonchestnut.com/startingseeds.html

See http://www.americanforests.org/magazine/article/revival-of-the-american-chestnut/",,,Other selection,,,,,,,,,,12/6/2021 9:47am,,,,
Hamamelis virginiana (witch hazel),Have,1,"""Hamamelis virginiana (witch hazel) (NWWdDrive, 84)""",Species,Hamamelis virginiana,Hamamelidaceae: Hamamelis spp,species,17.50,2.50,17.50,2.50,,Chatham,naturalizing,,"20200208 Planted Witch Hazel, Hamamelidaceae: Hamamelis virginiana by w side of traffic circle
201912 Sales Order 6516 from Country Farm & Home Supply, Inc.",,"Sun: Full sun to part shade Tolerate: Deer, Erosion, Clay Soi. Suggested Use: Hedge, Naturalize, Rain Garden MBG 
 
https://plants.usda.gov/core/profile?symbol=HAVI4

https://www.chicagobotanic.org/plantinfo/smart_gardener/which_witch_hazel_should_be_your_yard
""Large leaves turn bright yellow and gold before they drop in fall. When they do, they reveal clusters of fragrant, bright yellow flowers resembling eyelashes all along their branches. "" - https://www.southernliving.com/garden/fall-color-plants?slide=562790#562790
https://piedmontgardener.com/2012/11/19/bewitched-by-witch-hazels/


Harvest Moon: https://www.chicagobotanic.org/plantcollections/plantfinder/hamamelis_virginiana_harvest_moon--harvest_moon_witch_hazel & http://louistheplantgeek.com/a-gardening-journal/1216-hamamelis-virginiana-harvest-moon-110115

Lombart's weeping https://www.chicagobotanic.org/plantcollections/plantfinder/hamamelis_vernalis_lombarts_weeping--lombarts_weeping_witch_hazel

‘Little Suzy,’ a compact selection growing 4-5 feet tall, is especially floriferous.

https://www.orientalgardensupply.com/catalogsearch/result/index/?p=1&q=Hamamelis

Species:
https://www.woodlanders.net/index.cfm?fuseaction=plants.plantDetail&plant_id=1364 , also Hamamelis vernalis
http://www.nearlynativenursery.com/PlantsDetail.cfm?ID=291 , also Hamamelis vernalis
http://www.mailordernatives.com/hamamelis-virginiana-witch-hazel/ and http://www.mailordernatives.com/hamamelis-ovalis-leonards-witchhazel-1gallon/
http://www.nichegardens.com/catalog/list.php?botanical=H",,Hamamelis virginiana (witch hazel)@CFH2021MM,,,,,,,,,,,10/11/2021 6:35am,,,,
Hypericum calycinum,Not relevant,0,,Species,Hypericum calycinum,Hypericaceae: Hypericum spp (St Johns Worts),species,,,,,,Europe,,,,,,,,,,,,,,,,,,8/9/2021 6:50pm,,,,
Crocosmia x crocosmiiflora 'George Davidson' ,Have,1,"""Crocosmia x crocosmiiflora 'George Davidson'  (OSB, 229)""",Hybrid clone,Crocosmia x crocosmiiflora 'George Davidson' ,Iridaceae: Crocosmia spp,,,,,,,,,,,,,,,,,,,,,,,,,5/4/2024 8:04pm,,,,
Crocosmia x curtonus 'Lucifer',Have,1,"""Crocosmia x curtonus 'Lucifer' (OSB, 228)""",Hybrid clone,Crocosmia x curtonus 'Lucifer',Iridaceae: Crocosmia spp,,,,,,,,,,,,,,,,,,,,,,,,,5/4/2024 8:04pm,,,,
Snow Crocus 'Cream beauty',Have,2,"""Snow Crocus 'Cream beauty' (HKWES, 186)"",""Snow Crocus 'Cream beauty' (Circ, 187)""",Hybrid clone,Crocus chrysanthus (snow/golden crocus),Iridaceae: Crocus ssp.,no patent,,,,,,Cultivar,landscaping,,"20210226 Moved the two crocus from SW side of island to the SW end HK in temporary location for front window garden plants. SW arc of crocus have bloomed; want to move to orchard. 

20200208 Iridaceae: Crocus chrysanthus (snow/golden crocus) on SE side of island blooming, no sign on the SW side of island.
20180205 December planted bulbs at S end of island sprouting
20180127 ... was very mild, and so i also got out and planted the daffodil bulbs i'd dug up in Dec, Iridaceae: Crocus spp bulbs and onions i'd bought on a whim, the Paeoniaceae: Paeonia sp. (Peony) i'd dug up, and the Paeoniaceae: Paeonia sp. (Peony) from Christine's Aunt Rachel i was certain had died in the long freeze, sitting in a planter. The peony i dug up i failed to have patience to properly divide. We'll see if the smaller root bits manage to cope. ... the slow melt of the snow meant the clay was just the right moisture to be easy but not a mess.

Cream beauty https://www.rhs.org.uk/plants/details?plantid=2556",,,,,,"img_20180128_133030_691.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/zkw6J9oOzf4R0p-xQPxkHg/u8ntechtZtKCNwwa_euQyvDym5QXoWA10n0QJbX1hlOui9wEx2Pat86FuLEt6o23fu8dp_Z5nvnrLTxJY8RA9avda9AErrhM3M970u0Ze-LRTlC95ooNkx32U_334ZBTR1sgkQ5O9M5y3GmpluEgSLk2Ct69C7mzn8eAPO78ltE/DpAWIc87F6gx9Jd0I-QyFwPNRWHixCYxZkGjRQbkKdg),img_20180128_133209_009.jpg (https://v5.airtableusercontent.com/v3/u/28/28/1715176800000/l0dfE4VWZgu9yJeNldGehA/k4EX4ctdaGgRsEHB3f0LB6WwlBoyZDIG1k0S8nB4Q88eJ6ev0hW-A-Qqrj1lT9dtOrCJclEWEO99o7OkdlHvMZVOVL6EeGdmPCY-n9M8NjSW5k9V19R-Q6Nk46ghFhAxeAhdAGzvtei33yeQ5unp-gqmMswF_j4oqwDbj2OjU68/Jx5RTUjKnwbjlF3n_DX0cBEcl8sOGkf5CPZrmMa8XMc)",,,,,,,,,2/19/2022 10:57am,,,,
Saffron crocus,Have,1,"""Saffron crocus (GNWb-N, 146)""",Species,Crocus sativus,Iridaceae: Crocus ssp.,,,,,,,,edible,,"20210110 planed in hilled NW border the N most segment, N of the midpost and s of the dahlias. Some signs of life with small roots. Added bone meal.

202009XX arriving beginning of September (was here by 09-05, put in fridge)

20200812 brentandbeckysbulbs.com - 10 bulbs",,"Heavy clay soils are not suitable for growing saffron and need to be amended with compost, peat, or coconut coir before planting. Good drainage is also necessary. Do not plant saffron corms in locations susceptible to standing water
Bulbs should be planted 4 inches deep in well-prepared soil. The pointy tip is where the leaves and flowers emerge. Give your plants an easy start by setting your corms in the soil with the pointy side up.
If you are planting saffron as an annual, you can plant each bulb on 4-inch centers. When planting as a perennial, space plants about 6 inches apart on 1-foot rows to allow plants enough room to expand over the  4-5 years they will spend in that location. . https://morningchores.com/growing-saffron/ 

",,,,,,,,,,,,,1/2/2022 7:38pm,,,,
